"Electorate Number #","Electorate Name","Voting Place ID","Voting Place Suburb","Voting Place Address","NZTM2000 Northing","NZTM2000 Easting","WGS84 Latitude","WGS84 Longitude"
10,"East Coast",545,"Gisborne","Central School, 7 Central Street",5709472.899,2037852.031,-38.65509233,178.0307399
10,"East Coast",547,"Gisborne","Cobham School, 274 Lytton Road",5708985.339,2034748.702,-38.66099593,177.995515
10,"East Coast",549,"Gisborne","Elgin School, 2 Knox Street",5709655.479,2034648.934,-38.6550286,177.9939538
10,"East Coast",551,"Gisborne","Gisborne  Hospital, 421 Ormond Road",5711555.934,2035762.323,-38.6374211,178.0055108
10,"East Coast",548,"Gisborne","Gisborne District Council, 15 Fitzherbert Street",5708363.71,2037697.698,-38.6651258,178.0296712
10,"East Coast",550,"Gisborne","Gisborne Girls High School, 555 Gladstone Road",5709565.477,2035999.505,-38.65517375,178.0094728
10,"East Coast",552,"Gisborne","Ilminster Intermediate, 70 - 80 De Lautour Road",5707762.74,2039054.742,-38.66984973,178.0455888
10,"East Coast",554,"Gisborne","Kaiti School, 517 Wainui Road",5707103.451,2038984.171,-38.67580302,178.0451972
10,"East Coast",3980,"Gisborne","Mangapapa School, 5 Rua Street",5710346.261,2036968.76,-38.64768752,178.0200791
10,"East Coast",557,"Gisborne","Riverdale School, 324 Stout Street",5710756.306,2035581.692,-38.64468841,178.0039437
10,"East Coast",558,"Gisborne","Rutene Road Kindergarten, 128 Rutene Road",5707936.404,2038273.129,-38.66867749,178.0365293
10,"East Coast",561,"Gisborne","Te Hapara School, 31 Mill Road",5710023.724,2035309.834,-38.65139858,178.00129
10,"East Coast",562,"Gisborne","Waikirikiri School, 7 Pickering Street",5707192.472,2040006.012,-38.67449725,178.0568423
10,"East Coast",3599,"Gisborne","YMCA Hall, 150 Roebuck Road",5708864.345,2036183.449,-38.66137762,178.0120185
10,"East Coast",563,"Hicks Bay","Te Kura Kaupapa Māori o Kawakawa mai Tawhiti, 22 Wharf Road",5826326.811,2067352.697,-37.59143865,178.2919138
10,"East Coast",2005,"Kawerau","District Council, Town Hall, Ranfurly Court",5778085.76,1924685.594,-38.08673945,176.7018704
10,"East Coast",2006,"Kawerau","Putauaki School Hall, 87 Fenton Mill Road",5777815.433,1923220.488,-38.08969552,176.6853203
10,"East Coast",565,"Kutarere","Kutarere School, 461 State Highway 2",5781147.035,1963992.107,-38.0442636,177.1474387
10,"East Coast",567,"Makaraka","Makaraka School, 137 Main Road South",5710235.027,2031754.159,-38.65123921,177.9604503
10,"East Coast",4127,"Makaraka","Gisborne, A and P Showgrounds, 20 Main Road",5710395.901,2033618.225,-38.64888574,177.9816914
10,"East Coast",568,"Makauri","Makauri School, 120 King Road",5713158.187,2031623.316,-38.62505842,177.9571397
10,"East Coast",185,"Maketu","Maketu School, School Road",5814966.604,1904447.542,-37.76198019,176.4559471
10,"East Coast",186,"Manawahe","Manawahe Community Hall, 1866 Manawahe Road",5788203.137,1919985.357,-37.99741329,176.6438633
10,"East Coast",569,"Manutuke","Manutuke School, 59 Waingake Road",5707329.539,2026735.698,-38.67975546,177.9047738
10,"East Coast",188,"Matata","Matata Public School, 43 Pollen Street",5799361.389,1930569.191,-37.8932677,176.7590291
10,"East Coast",3531,"Minginui","Minginui Health & Kokiri Centre, 63 Rimu Crescent",5715910.288,1924848.354,-38.64584492,176.7323694
10,"East Coast",2016,"Murupara","Murupara Municipal Hall, Pine Drive",5737038.042,1923207.218,-38.45644,176.7037759
10,"East Coast",576,"Ohope","Ohope Beach School, 170 Pohutukawa Avenue",5789811.823,1955739.094,-37.96964252,177.0493265
10,"East Coast",3219,"Ohope","Ohope Community Hall, Bluett Road",5789412.458,1956492.606,-37.97293756,177.0580818
10,"East Coast",577,"Omaio","Te Kura o Omaio, School Road",5804602.385,2007934.764,-37.81484574,177.6334317
10,"East Coast",578,"Omarumutu","Omarumutu School, 141 Omarumutu Road",5785405.602,1986867.027,-37.99651982,177.4050974
10,"East Coast",579,"Opotiki","Opotiki College Hall, St John Street",5784042.2,1976502.418,-38.01313191,177.2881033
10,"East Coast",580,"Opotiki","Opotiki Senior Citizens Hall, 1 King Street",5784843.6,1976028.579,-38.00612574,177.2823007
10,"East Coast",582,"Ormond","Ormond School, 45 Whitmore Road",5721334.276,2028776.471,-38.55302732,177.9195322
10,"East Coast",193,"Otakiri","Otakiri School, Staff Room, 571 Otakiri Road",5789027.454,1930497.788,-37.98623222,176.7629613
10,"East Coast",194,"Otamarakau","Otamarakau School, Room 2, 2216 Old Coach Road",5806169.962,1915786.816,-37.83726773,176.5882687
10,"East Coast",195,"Paengaroa","Paengaroa School, Multi Purpose Room, 33 Old Coach Road",5808114.562,1900556.315,-37.82491577,176.4146877
10,"East Coast",584,"Patutahi","Patutahi School, 29 Atkins Street",5713393.208,2025612.367,-38.62584995,177.8881959
10,"East Coast",198,"Pongakawa","Pongakawa School, 956 Old Coach Road",5806514.788,1905984.433,-37.83750507,176.4769305
10,"East Coast",199,"Pukehina","Pukehina School, 1762 Old Coach Road",5805345.833,1911751.395,-37.846069,176.5428506
10,"East Coast",200,"Pukehina Beach","Pukehina Community Hall, 14 Pukehina Parade",5811687.786,1910633.24,-37.78939792,176.5274463
10,"East Coast",586,"Raukokore","Raukokore School, State Highway 35",5823757.124,2031283.377,-37.63211001,177.8864259
10,"East Coast",3533,"Ruatahuna","Huiarau School, 98 Sister Annie Road",5719449.39,1944418.234,-38.60664268,176.9549847
10,"East Coast",594,"Ruatoki North","Te Kura o Tawera, 164 Ngahina Road",5769691.279,1949272.163,-38.15305583,176.985696
10,"East Coast",3989,"Ruatoria","Ngata Memorial College, 1 College Road North",5792684.592,2068311.257,-37.89287289,178.3243703
10,"East Coast",593,"Taneatua","Taneatua School, 44 McKenzie Street",5779366.315,1951767.639,-38.06510235,177.0093437
10,"East Coast",595,"Te Araroa","Te Waha O Rerekohu Area School, 3 Arewhana Street",5821254.949,2073613.906,-37.63375686,178.3658065
10,"East Coast",3603,"Te Kaha","Te Whanau-a-Apanui Area School, State Highway 35",5813823.367,2013752.381,-37.72939916,177.6940559
10,"East Coast",597,"Te Karaka","Te Karaka Area School, 5 Kanakanaia Road",5730914.162,2024615.238,-38.46899937,177.8661419
10,"East Coast",3990,"Te Puia Springs","GDC Service Centre, 6 Waipiro Road",5774681.144,2065732.293,-38.05576225,178.306818
10,"East Coast",205,"Te Teko","Te Kura o Te Teko School Hall, 6 Te Teko Road",5783605.798,1933313.705,-38.03395999,176.7974761
10,"East Coast",206,"Thornton","Thornton School Hall, 43 Eastbank Road",5795426.007,1939592.929,-37.9253373,176.8632827
10,"East Coast",600,"Tikitiki","Tikitiki School, 33 Rangitukia Road",5803310.887,2076721.44,-37.79316676,178.4126049
10,"East Coast",602,"Tokomaru Bay","Hatea-A-Rangi School, 6 School Road",5766182.831,2065979.43,-38.1318986,178.315159
10,"East Coast",603,"Tolaga Bay","Tolaga Bay Area School, Resolution Street",5739508.41,2063133.487,-38.3727377,178.3002325
10,"East Coast",604,"Torere","Te Kura o Torere, 2276 State Highway 35",5790459.375,1994918.26,-37.94764433,177.4937416
10,"East Coast",574,"Waimana","Nukuhou North School, State Highway 2",5772075.226,1961738.108,-38.12671612,177.1264065
10,"East Coast",609,"Waimana","Waimana School, 6 Raroa Road",5770466.592,1956909.304,-38.14309822,177.0722576
10,"East Coast",610,"Wainui","Wainui Beach School, 56 Wairere Road",5706083.663,2041540.836,-38.68368723,178.0751221
10,"East Coast",2049,"Waiohau","Te Kura Kaupapa Māori O Waiohau, 2481 Galatea Road",5762391.792,1936335.163,-38.22360965,176.8418295
10,"East Coast",210,"Whakatane","Allandale School, 167 King Street",5790157.568,1949940.694,-37.96878602,176.983304
10,"East Coast",211,"Whakatane","District Council, 9 Commerce Street",5791932.434,1951107.394,-37.95237807,176.9956885
10,"East Coast",213,"Whakatane","Reads Auction Hall, 17 King Street",5791172.737,1949917.142,-37.95966757,176.9825427
10,"East Coast",215,"Whakatane","Salvation Army Hall, 87 King Street",5790813.283,1949897.654,-37.96290698,176.9824962
10,"East Coast",591,"Whakatane","Te Whare Kura o Ruatoki, 16 Mission Road",5770263.414,1951288.49,-38.14712946,177.0083714
10,"East Coast",212,"Whakatane","Whakatane Intermediate School Hall, 101 James Street",5791041.976,1948846.079,-37.96125506,176.9704429
10,"East Coast",617,"Whangara","Whangara School, 44 Pa Road",5719540.404,2054564.352,-38.55633603,178.2154695
10,"East Coast",618,"Whatatutu","Whatatutu School, 24 Te Hau Road",5741081.74,2022486.186,-38.37870409,177.8357172
10,"East Coast",619,"Woodlands","Woodlands School, 168 Dip Road",5781334.063,1974176.228,-38.03843475,177.2630901
11,"East Coast Bays",3202,"Albany","Albany Community Hall, 3/21 Library Lane",5934098.266,1751550.126,-36.72673857,174.6971429
11,"East Coast Bays",3206,"Albany","Albany Primary School, 6 Bass Road",5933003.148,1750948.472,-36.73670244,174.6906243
11,"East Coast Bays",2927,"Albany","Massey University, Building 82, Gate 4, Turitea Place (off Old Albany Highway)",5933223.391,1751134.142,-36.7346883,174.6926594
11,"East Coast Bays",3610,"Albany","Oteha Valley School, Medallion Drive (off Oteha Valley Road)",5935137.865,1753336.747,-36.71708403,174.7169338
11,"East Coast Bays",2922,"Albany","Pinehurst School,  75 Bush Road",5932708.651,1752138.94,-36.73916598,174.7040109
11,"East Coast Bays",3375,"Browns Bay","Browns Bay Red Cross Centre, 5 Wilks Lane",5935066.923,1755564.587,-36.7173609,174.7418833
11,"East Coast Bays",5,"Browns Bay","Browns Bay School, 2- 4 Masterton Road",5934564.068,1755803.676,-36.72185276,174.7446618
11,"East Coast Bays",4,"Browns Bay","Crossroads Church, 5 Bayview Road",5935548.854,1756227.576,-36.71290954,174.7492053
11,"East Coast Bays",3612,"Browns Bay","Northcross Intermediate School, 10 Sartors Avenue",5935443.884,1754320.998,-36.71416712,174.7278883
11,"East Coast Bays",2921,"Browns Bay","Pinehill School, Hugh Green Drive",5934067.067,1753376.98,-36.72672627,174.717599
11,"East Coast Bays",3812,"Browns Bay","Progress Hall (under Bays Club),  6 Anzac Road",5935098.815,1756187.526,-36.71697127,174.748849
11,"East Coast Bays",12,"Long Bay","Long Bay Baptist Church, 282 Glenvar Road",5937642.868,1754429.382,-36.69433498,174.7286574
11,"East Coast Bays",13,"Long Bay","Long Bay College, 20 Ashley Avenue",5937952.738,1755337.625,-36.6913948,174.738757
11,"East Coast Bays",14,"Mairangi Bay","Rangitoto College, 564 East Coast Road",5932874.693,1755060.277,-36.7371969,174.7366837
11,"East Coast Bays",3616,"Murrays Bay","Murrays Bay Intermediate School, 37 Sunrise Avenue",5933154.154,1755777.619,-36.73456128,174.7446576
11,"East Coast Bays",2982,"Redvale","East Coast Bays Bible Baptist Church, 1092 East Coast Road",5937063.935,1753474.697,-36.6997063,174.7180913
11,"East Coast Bays",3811,"Torbay","Glamorgan School, 145 Glamorgan Drive",5936746.235,1755034.191,-36.70231583,174.7356064
11,"East Coast Bays",18,"Torbay","Torbay School, 60 Deep Creek Road",5936417.173,1755943.785,-36.70513204,174.7458521
11,"East Coast Bays",3476,"Torbay","Torbay Senior Citizens Club, Torbay Shopping Centre, 37 Watea Road",5937465.999,1756389.539,-36.69560814,174.750626
12,"Epsom",622,"Epsom","Auckland Grammar School, 85 Mountain Road",5918153.317,1757661.185,-36.86941422,174.7688506
12,"Epsom",623,"Epsom","Epsom Girls Grammar School, 14 Silver Road",5917282.5,1758217.895,-36.87716742,174.7752754
12,"Epsom",624,"Epsom","Epsom Normal School, 41 The Drive",5915783.705,1757767.933,-36.8907473,174.7705407
12,"Epsom",625,"Epsom","Sacred Heart Parish Hall, 19 Banff Avenue",5915046.761,1757769.411,-36.89738712,174.7707107
12,"Epsom",626,"Epsom","St George's Church Hall, 19 Ranfurly Road",5916390.119,1758494.67,-36.88516158,174.7785661
12,"Epsom",627,"Greenlane","Cornwall Park District School, corner Greenlane West & Wheturangi Roads",5915553.196,1759503.276,-36.8925325,174.7900554
12,"Epsom",3108,"Mt Eden","Auckland Normal Intermediate, 24 Poronui Street",5916386.821,1757347.753,-36.8853832,174.7657021
12,"Epsom",628,"Mt Eden","Auckland Provincial Guide Centre, 132 Grange Road",5916903.991,1755955.821,-36.88095433,174.7499826
12,"Epsom",3683,"Mt Eden","Ficino School, 27 Esplanade Road",5917781.719,1756851.989,-36.87289721,174.7598527
12,"Epsom",631,"Mt Eden","Mt Eden Normal Primary School, 73 Valley Road",5917370.082,1756518.844,-36.87666149,174.7562014
12,"Epsom",633,"Mt Eden","Valley Road International Church Hall, 393 Mt Eden Road",5916971.972,1756946.607,-36.88017759,174.7610814
12,"Epsom",4047,"Parnell","Holy Trinity Cathedral, corner St Stephens Avenue & Parnell Road",5919256.883,1758961.348,-36.85925285,174.7832
12,"Epsom",634,"Parnell","Jubilee Hall, Parnell Community Centre, 545 Parnell Road",5918808.309,1758673.789,-36.86334297,174.7800694
12,"Epsom",635,"Parnell","Parnell District School, 48 St Stephens Avenue",5919716.644,1759366.901,-36.85504196,174.7876509
12,"Epsom",637,"Remuera","Remuera Intermediate School, 64-72 St Vincent Avenue",5916228.878,1760363.869,-36.88629864,174.7995663
12,"Epsom",3646,"Remuera","Remuera Primary School, 25-33 Dromorne Road",5916768.718,1759802.823,-36.88152975,174.7931594
12,"Epsom",3825,"Remuera","Somervell Presbyterian Church and Community Centre, 497 Remuera Road",5916654.279,1761074.976,-36.88234463,174.8074522
12,"Epsom",3670,"Remuera","St Mark's Church Hall, 95 Remuera Road",5917775.418,1758691.864,-36.87264655,174.7804881
12,"Epsom",644,"Remuera","Victoria Avenue School, 250 Victoria Avenue",5918537.726,1760360.226,-36.86549616,174.7990373
13,"Hamilton East",4124,"Silverdale","St John's College, 85 Hillcrest Road",5814830.111,1803978.405,-37.79114217,175.3165734
13,"Hamilton East",3090,"Flagstaff","Alandale Retirement Village, 1199 River Road",5820843.901,1798374.811,-37.73821416,175.2513362
13,"Hamilton East",2925,"Rototuna","Chapel Hill Community Church, 2 Cate Road",5821440.398,1799882.23,-37.73251406,175.2682675
13,"Hamilton East",648,"Chartwell","Chartwell Cooperating Parish Hall, corner Comries Road & Belmont Avenue",5819199.085,1800665.92,-37.75252825,175.2777732
13,"Hamilton East",656,"Fairfield","Fairfield Baptist Church, 1101 Heaphy Terrace",5817506.974,1800859.589,-37.7677251,175.280438
13,"Hamilton East",657,"Fairfield","Fairfield College, 25 Bankwood Road",5818181.633,1800533.463,-37.76172061,175.2765517
13,"Hamilton East",658,"Fairfield","Fairfield Intermediate School, 261 Clarkin Road",5817982.751,1801285.959,-37.76334646,175.2851433
13,"Hamilton East",2923,"Hamilton East","Graceways Church, 69 Grey Street",5813777.221,1802278.669,-37.80100233,175.2975777
13,"Hamilton East",666,"Hamilton East","Hamilton East Primary School, 7 Dawson Street",5815315.702,1801684.166,-37.78727825,175.290402
13,"Hamilton East",678,"Silverdale","Hillcrest High School, Masters Avenue",5814571.33,1804828.139,-37.79328259,175.3262896
13,"Hamilton East",669,"Hillcrest","Hillcrest Normal School, 218 Cambridge Road",5813712.384,1804360.326,-37.80112285,175.3212227
13,"Hamilton East",646,"Chartwell","Hukanui School, corner Hukanui Road & Pickering Crescent",5819682.379,1800779.195,-37.74815079,175.2789245
13,"Hamilton East",652,"Fairfield","Insoll Avenue School, 95 Insoll Avenue",5818124.321,1802276.992,-37.76185283,175.2963465
13,"Hamilton East",668,"Hillcrest","Knighton Normal School, 45 Knighton Road",5814632.16,1803400.659,-37.79305369,175.3100724
13,"Hamilton East",3289,"Hamilton East","Marian Catholic School, 119 Firth Street",5814926.204,1802074.865,-37.79069975,175.2949442
13,"Hamilton East",650,"Claudelands","Peachgrove Intermediate School, 72 Peachgrove Road",5815582.894,1802415.949,-37.78471013,175.2986317
13,"Hamilton East",3288,"Rototuna","Rototuna Primary School, 23 Strathmore Drive",5821420.598,1800651.452,-37.73252413,175.2769958
13,"Hamilton East",653,"Claudelands","Southwell School, 200 Peachgrove Road",5816678.997,1802302.229,-37.77486383,175.2970356
13,"Hamilton East",651,"Claudelands","St Aidan's Parish Hall, 24 Thames Street",5816450.418,1801315.329,-37.77714029,175.2859015
13,"Hamilton East",654,"Enderley","Te Kura Kaupapa Māori O Te Ara Rima School, 31 Fifth Avenue",5817085.932,1802193.573,-37.77122302,175.2956894
13,"Hamilton East",4114,"Rototuna","Waikato Waldorf School, 85 Barrington Drive",5822188.148,1801090.149,-37.72551521,175.2817583
13,"Hamilton East",3290,"Fairfield","Wesley Methodist Hall, 955 Heaphy Terrace",5816885.232,1801125.617,-37.77326608,175.2836284
13,"Hamilton East",660,"Fairfield","Woodstock Primary School, 43 Fairfield Road",5817381.21,1800385.668,-37.76896172,175.275096
14,"Hamilton West",705,"Beerescourt","Vardon School, 36 Cunningham Road",5818041.921,1798804.264,-37.76335639,175.2569733
14,"Hamilton West",681,"Deanwell","Deanwell School, 49 Deanwell Avenue",5811729.681,1800294.286,-37.81987995,175.2756207
14,"Hamilton West",682,"Dinsdale","Aberdeen School, 48-62 Aberdeen Drive",5815225.305,1797527.294,-37.78900043,175.2432532
14,"Hamilton West",3413,"Dinsdale","Fraser High School, 72 Ellicott Road",5815745.644,1797670.529,-37.78428313,175.2447369
14,"Hamilton West",3581,"Dinsdale","St Clare Co-operating Parish Hall, 97 Tuhikaramea Road",5813970.537,1797868.287,-37.80022743,175.2474655
14,"Hamilton West",684,"Forest Lake","Forest Lake School, 59 Storey Avenue",5817269.573,1798694.423,-37.77033623,175.2559386
14,"Hamilton West",687,"Frankton","Frankton School Hall, 206 Massey Street",5814740.036,1798078.164,-37.79325164,175.2496374
14,"Hamilton West",686,"Frankton","Rhode Street School, 7 Rhode Street",5814091.151,1798252.196,-37.7990579,175.25179
14,"Hamilton West",685,"Frankton","Westside First  Church Hall, 11 King Street",5815474.086,1799955.494,-37.78623173,175.2707411
14,"Hamilton West",689,"Glenview","Glenview Primary School, 68 Bruce Avenue",5812101.831,1801650.063,-37.81622985,175.2909093
14,"Hamilton West",4121,"Hamilton City","Electorate Headquarters, 12 Ward Street",5815466.674,1800872.744,-37.78609732,175.2811521
14,"Hamilton West",690,"Hamilton West","Hamilton West School, 36 Hammond Street",5814034.375,1801026.963,-37.79896276,175.2832993
14,"Hamilton West",671,"Horsham Downs","Horsham Downs School, 4 Martin Lane",5825108.701,1798270.082,-37.6998265,175.2489864
14,"Hamilton West",692,"Maeroa","Maeroa Intermediate School, 57 Churchill Avenue",5816391.974,1799088.875,-37.77815427,175.2606547
14,"Hamilton West",693,"Melville","Melville Intermediate, 29 Mountview Road",5812472.558,1800749.265,-37.81308962,175.2805802
14,"Hamilton West",3358,"Melville","Melville Methodist Church Hall, 4 Bader Street",5812940.508,1801295.699,-37.80875495,175.2866533
14,"Hamilton West",695,"Melville","Melville Primary School, 101 Ohaupo Road",5812338.909,1801002.533,-37.81423754,175.2834924
14,"Hamilton West",696,"Nawton","Crawshaw School, Crawshaw Drive",5816919.264,1796600.478,-37.77394389,175.2322759
14,"Hamilton West",698,"Nawton","Good News Community Hall, 78 Breckons Avenue",5816678.787,1796974.932,-37.77602911,175.2365899
14,"Hamilton West",697,"Nawton","Nawton School, 58 Livingstone Avenue",5816240.369,1797417.712,-37.77988213,175.2417333
14,"Hamilton West",2926,"Pukete","Pukete School, 110 Pukete Road",5820097.204,1797395.746,-37.74515085,175.2404355
14,"Hamilton West",700,"Pukete","Te Rapa Primary School, 63 Ashurst Avenue",5820812.777,1797018.544,-37.73878739,175.2359633
14,"Hamilton West",3559,"Rototuna North","Te Totara Primary School, 31 Hector Drive",5822845.591,1799796.009,-37.71987736,175.2669038
14,"Hamilton West",703,"St Andrews","All Saints Church Hall, 191 Sandwich Road",5819696.382,1798210.558,-37.74858467,175.2497864
14,"Hamilton West",704,"St Andrews","Hamilton Junior High School, 90 Heath Street",5818955.773,1798571.792,-37.75517649,175.2540861
14,"Hamilton West",4126,"Te Rapa","The Base (between Briscoes and Rebel Sport), 1 Pacific Crescent",5819623.966,1796631.548,-37.74957756,175.231896
14,"Hamilton West",707,"Templeview","Church College of New Zealand, Reception Foyer, 435 Tuhikaramea Road",5811862.208,1795997.056,-37.81961928,175.2267966
14,"Hamilton West",3387,"Waikato Hospital","Meade Clinical Centre, Level One (adjacent to Reception A), Pembroke Street",5813390.038,1800912.914,-37.80479077,175.2821835
14,"Hamilton West",709,"Whitiora","Whitiora School, 38 Willoughby Street",5816212.197,1799911.347,-37.77959386,175.2700367
15,"Helensville",1932,"Coatesville","Coatesville School, 24 Mahoenui Valley Road",5935155.37,1746855.529,-36.71795081,174.644387
15,"Helensville",1933,"Dairy Flat","Dairy Flat School, 1220 State Highway 17",5940730.712,1746459.931,-36.66777141,174.6388921
15,"Helensville",2519,"Helensville","Helensville Primary School Hall, corner Rata & Garfield Roads",5939798.953,1729773.972,-36.67859136,174.4523913
15,"Helensville",2889,"Henderson","Henderson Valley Primary School, 389 Henderson Valley Road",5915143.098,1741867.932,-36.89904448,174.59229
15,"Helensville",3828,"Herald Island","Herald Island Community Hall, 57 Ferry Parade",5928206.392,1747864.755,-36.78041166,174.6570296
15,"Helensville",2523,"Huapai","Huapai District School Hall, 40 Station Road",5929088.355,1737159.602,-36.77407428,174.5369455
15,"Helensville",2328,"Huia","Huia Hall, 1253 Huia Road",5903415.245,1739001.243,-37.00515267,174.5622834
15,"Helensville",1934,"Kaukapakapa","Kaukapakapa Villiage Hall, 947 Kaipara Coast Highway",5946475.663,1733675.13,-36.61788117,174.494875
15,"Helensville",2524,"Kumeu","Kumeu Baptist Youth Hall, 21 Access Road",5928577.906,1738854.348,-36.77842733,174.5560227
15,"Helensville",2332,"Laingholm","Laingholm Primary School, 54 Victory Road",5908055.959,1744859.45,-36.96245128,174.6272111
15,"Helensville",2530,"Muriwai","Muriwai Fire Station, corner Coast & Motutara Roads",5923634.577,1727852.517,-36.82452476,174.4336013
15,"Helensville",2531,"Oratia","Oratia District School, 1 Shaw Road",5913548.234,1744346.734,-36.91303968,174.6204054
15,"Helensville",3394,"Parakai","Haranui Marae, Haranui Road",5945236.064,1723779.076,-36.63038975,174.3844387
15,"Helensville",2532,"Parakai","Parakai School, 10 Fordyce Road",5941526.971,1728059.769,-36.66325071,174.4329231
15,"Helensville",1943,"Paremoremo","Ridgeview School, 1 Cutts Crescent",5931077.524,1747140.941,-36.75465247,174.6483673
15,"Helensville",2533,"Piha","Barnett Hall, 2 North Piha Road",5910486.388,1730421.03,-36.94266106,174.4646552
15,"Helensville",2534,"Riverhead","Riverhead School, 21 School Road",5931318.492,1742286.159,-36.75322194,174.5939554
15,"Helensville",2536,"Taupaki","Taupaki School, 14 Cottle Road",5923953.464,1737754.932,-36.82026076,174.5445433
15,"Helensville",2347,"Titirangi","Woodlands Park School, 202 Woodlands Park Road",5909822.232,1745112.969,-36.94649662,174.6297186
15,"Helensville",2537,"Waiatarua","Waiatarua Community Hall, 911 West Coast Road",5911553.356,1740715.173,-36.93156475,174.5800235
15,"Helensville",2538,"Waimauku","Waimauku School, 2 Muriwai Road",5929609.959,1733096.299,-36.7699532,174.4913372
15,"Helensville",1954,"Wainui","Wainui School, 492 Waitoki Road",5947537.919,1742373.199,-36.60704881,174.5919148
15,"Helensville",2539,"Waioneke","Waioneke School, 1981 South Head Road",5955101.04,1716126.331,-36.54244311,174.2973761
15,"Helensville",2540,"Waitakere","Waitakere Primary School, 10 Bethells Road",5920446.06,1737254.086,-36.85194025,174.539563
15,"Helensville",1955,"Waitoki","Waitoki School Hall, 1119 Kahikatea Flat Road",5944448.352,1738532.433,-36.63545693,174.5495418
15,"Helensville",3570,"Westgate","Massey Presbyterian Church, 510 Don Buck Road",5923247.927,1743370.47,-36.82578406,174.6076171
15,"Helensville",2543,"Whenuapai","Whenuapai School, 14 Airport Road",5926841.572,1744437.018,-36.79323906,174.6188899
15,"Helensville",2544,"Whenuapai","Whenuapai Village Hall, 41 Waimarie Road",5928556.871,1746082.587,-36.77752995,174.6369982
16,"Hunua",711,"Ararimu","Ararimu School, corner Steel & Ararimu Roads",5887581.874,1780937.748,-37.14065167,175.0371966
16,"Hunua",1692,"Awhitu","Awhitu District School, corner Matakawa & Awhitu Roads",5891450.51,1743566.32,-37.11227757,174.6158589
16,"Hunua",713,"Beachlands","Beachlands School, 18 Bell Road (disabled access from Wakelin Road)",5916055.83,1778186.858,-36.88466118,174.9995073
16,"Hunua",714,"Bombay","Bombay School, 35 Paparata Road",5882681.33,1777091.703,-37.18553544,174.9950782
16,"Hunua",715,"Brookby","Brookby School, corner Brookby & West Roads",5904663.056,1777456.59,-36.98743695,174.9939904
16,"Hunua",1693,"Buckland","Buckland School, 72 George Crescent",5878058.67,1770893.961,-37.22833601,174.926351
16,"Hunua",716,"Clarks Beach","Church By The Seashore, 14-16 Torkar Road",5888819.698,1751558.468,-37.13472196,174.7063084
16,"Hunua",717,"Clevedon","Clevedon School, 13-17 North Road",5904259.924,1781452.552,-36.99030612,175.0389624
16,"Hunua",3790,"Flat Bush","Mission Heights Primary School, 103 Jeffs Road",5907642.16,1771915.637,-36.96162654,174.9310837
16,"Hunua",4048,"Flat Bush","Ormiston Senior College, 275 Ormiston Road",5907063.849,1770763.195,-36.96704657,174.918276
16,"Hunua",1696,"Glenbrook","Glenbrook Primary School, 459 Glenbrook Road",5880919.302,1755409.828,-37.20527218,174.7512928
16,"Hunua",720,"Hunua","Hunua School, 39 Lockwood Road",5894262.053,1784426.25,-37.07979297,175.0748077
16,"Hunua",724,"Kawakawa Bay","Kawakawa Bay Public Hall, 9 Kawakawa-Orere Road",5908516.76,1793245.989,-36.94961093,175.1703106
16,"Hunua",727,"Maraetai","Maraetai Beach School, 154 Maraetai Drive",5916637.651,1781535.757,-36.87878147,175.036926
16,"Hunua",1706,"Mauku","Mauku School, 389 Union Road",5880786.601,1761573.878,-37.20542064,174.820752
16,"Hunua",728,"Orere Point","Orere School, 289 Orere Point Road",5905259.197,1798146.114,-36.9779357,175.2261603
16,"Hunua",3757,"Paerata","Paerata Community Centre, 1022 Paerata Road",5885141.726,1768135.811,-37.16502496,174.8936811
16,"Hunua",741,"Paparimu","Paparimu School, 7 Matheson Road",5886791.834,1788873.976,-37.14619928,175.1266958
16,"Hunua",1719,"Patumahoe","Patumahoe School, 38 Patumahoe Road",5882765.585,1762668.223,-37.18740081,174.8326471
16,"Hunua",1723,"Pukekohe","Pukekohe East School, 137 Runciman Road",5882889.077,1772651.108,-37.18449556,174.94503
16,"Hunua",1724,"Pukekohe","Pukekohe Hill School, corner Ward Street & Green Lane",5879982.236,1767909.354,-37.21154865,174.8922917
16,"Hunua",1725,"Pukekohe","Pukekohe Intermediate School, 44 Queen Street",5880847.799,1768750.776,-37.20359883,174.9015738
16,"Hunua",1726,"Pukekohe","Pukekohe North School, corner Princes Street & Beatty Road",5881723.929,1768271.157,-37.19579224,174.8959744
16,"Hunua",3789,"Pukekohe","St Josephs Primary School, 94 Seddon Street",5881693.831,1768760.22,-37.1959751,174.9014889
16,"Hunua",3974,"Pukekohe","The Playhouse Pre-School, 41 Twomey Drive, Newsham Park",5882661.894,1770593.463,-37.18692048,174.9219131
16,"Hunua",1728,"Pukekohe","Valley School, East Street",5881513.677,1769760.571,-37.1974167,174.9127955
16,"Hunua",1731,"Puni","Puni School, 357 Waiuku Road",5877741.049,1764538.429,-37.23234101,174.8548152
16,"Hunua",742,"Ramarama","Ramarama School, 126 Ararimu Road",5887518.219,1775296.552,-37.14229957,174.9737316
16,"Hunua",746,"Waiau Pa","Waiau Pa School, Events Centre, 571 Waiau Pa Road",5888363.289,1755609.058,-37.1381691,174.7519873
