"Electorate Number #","Electorate Name","Voting Place ID","Voting Place Suburb","Voting Place Address","NZTM2000 Northing","NZTM2000 Easting","WGS84 Latitude","WGS84 Longitude"
6,"Clutha-Southland",383,"Waiwera South","Waiwera South School, 16 May Street",4875929.056,1329233.859,-46.21628342,169.489395
6,"Clutha-Southland",384,"Warepa","Warepa School, 383 Old Port Road",4870443.157,1339767.522,-46.26968038,169.6226967
6,"Clutha-Southland",3277,"Winton","Central Southland College, corner Grange & Mackenzie Streets",4880053.732,1238538.581,-46.137197,168.3201212
6,"Clutha-Southland",388,"Winton","Winton Primary School Hall, 16 Eglinton Street",4878902.457,1239152.679,-46.14784898,168.3271696
7,"Coromandel",390,"Athenree","Athenree Fire Brigade Hall, 43 Roretana Drive",5851623.86,1862167.238,-37.4451104,175.96351
7,"Coromandel",391,"Colville","Colville School, 2391 Colville Road",5943524.773,1821061.016,-36.62820035,175.4722904
7,"Coromandel",392,"Cooks Beach","Cooks Beach Community Centre, corner Purangi Road & Rees Avenue",5919512.012,1844136.689,-36.83879206,175.7377817
7,"Coromandel",393,"Coroglen","Coroglen School, 10 Rangihau Road",5910115.727,1840337.317,-36.9243751,175.6981956
7,"Coromandel",394,"Coromandel","Coromandel Area School Hall, 120 Woollams Avenue",5928917.498,1823162.454,-36.75926807,175.5000306
7,"Coromandel",979,"Elstow","Elstow-Waihou Combined School, 356 Bowler Road",5843707.497,1833149.54,-37.52415851,175.6383419
7,"Coromandel",395,"Hahei","Hahei Community Centre, 54 Hahei Beach Road",5919113.234,1849886.631,-36.84088074,175.8023242
7,"Coromandel",3714,"Hikutaia","Hikutaia Hall, State Highway 26",5868983.031,1835450.034,-37.29599174,175.6562953
7,"Coromandel",721,"Kaiaua","Kaiaua School, 1061 East Coast Road",5891593.999,1804224.039,-37.09971995,175.2981048
7,"Coromandel",397,"Kaihere","Kaihere School, 1115B State Highway 27",5861026.807,1814331.545,-37.37275099,175.4205441
7,"Coromandel",399,"Katikati","Katikati Primary School, 24 Beach Road",5839903.273,1858133.712,-37.55175243,175.922082
7,"Coromandel",3128,"Katikati","Katikati War Memorial Hall, 29-31 Main Road",5839704.461,1857725.832,-37.55365625,175.9175401
7,"Coromandel",401,"Kennedy Bay","Te Kura Kaupapa Māori O Harataunga, 1416 Kennedy Bay Road",5938838.061,1827899.852,-36.66879781,175.5500988
7,"Coromandel",402,"Kerepehi","Kerepehi School, 11 McGowan Avenue",5869146.092,1825215.094,-37.29705797,175.5408836
7,"Coromandel",403,"Kopuarahi","Kopuarahi School, corner State Highway 25 & Bush Road",5877753.513,1822391.089,-37.22022442,175.5064798
7,"Coromandel",404,"Kuaotunu","Kuaotunu Hall, corner Black Jack & Irish Town Roads",5932446.963,1843856.29,-36.72239184,175.7305026
7,"Coromandel",405,"Manaia","Manaia School, 22 Goldfields Road",5918760.569,1820984.593,-36.85125422,175.4786017
7,"Coromandel",989,"Manawaru","Manawaru School, 442 Manawaru Road",5831290.734,1843871.074,-37.63317562,175.7636735
7,"Coromandel",725,"Mangatangi","Mangatangi School, 2047 Miranda Road",5880684.809,1795657.414,-37.19981342,175.2046242
7,"Coromandel",407,"Netherton","Netherton School, 7 School Road",5864188.381,1831199.311,-37.34023182,175.6098788
7,"Coromandel",408,"Ngatea","Ngatea Primary School, 52 Orchard West Road",5871674.202,1821070.091,-37.27528572,175.4934086
7,"Coromandel",411,"Opoutere","Opoutere School, State Highway 25",5886947.95,1852826.591,-37.12969444,175.8460336
7,"Coromandel",2915,"Paeroa","Miller Avenue School, 30 Miller Avenue",5860549.867,1836614.008,-37.37162946,175.6721042
7,"Coromandel",412,"Paeroa","Paeroa Memorial Hall, 144 Normanby Road",5859405.547,1836691.111,-37.38191327,175.67334
7,"Coromandel",3246,"Pauanui","Pauanui Sport & Recreation Club, 31 Sheppard Avenue",5898962.401,1854357.937,-37.02111281,175.8591847
7,"Coromandel",2917,"Puriri","Puriri School, 12 Puriri Valley Road",5876422.346,1834134.545,-37.22933698,175.6391286
7,"Coromandel",1009,"Springdale","Springdale School, 985 Number 1 Road",5842986.563,1826972.793,-37.53219057,175.5687332
7,"Coromandel",1010,"Tahuna","Tahuna School, 43 Tahuna-Ohinewai Road",5846505.56,1820085.813,-37.5021709,175.4898055
7,"Coromandel",4115,"Tairua","Tairua Community Hall, 210 Main Road",5900807.984,1853434.706,-37.00474608,175.8481979
7,"Coromandel",419,"Tapu","Tapu School, 719 Thames Coast Road",5903832.753,1822611.881,-36.98531162,175.5012274
7,"Coromandel",1011,"Tatuanui","Tatuanui School, 4513 Whakahongi Road (State Highway 27)",5832972.209,1829236.958,-37.62180258,175.5974661
7,"Coromandel",1012,"Tauhei","Tauhei Combined School, 860 Tauhei Road",5835524.312,1814399.858,-37.60240026,175.4287434
7,"Coromandel",1013,"Te Aroha","Matamata-Piako District Council, Conference Room, 35 Kenrick Street",5841237.914,1839503.284,-37.54476587,175.7109741
7,"Coromandel",3984,"Te Aroha","Te Aroha College Hall, 106 Stanley Avenue",5841543.57,1837882.158,-37.5424336,175.6925439
7,"Coromandel",1014,"Te Aroha","Te Aroha Primary School, corner Whitaker Street & Jubilee Avenue",5842043.091,1839400.862,-37.53754307,175.7095534
7,"Coromandel",3954,"Te Puru","Te Puru School Hall, 507 Thames Coast Road",5897634.715,1824157.827,-37.04076197,175.5204259
7,"Coromandel",423,"Te Rerenga","Te Rerenga School, 1229 State Highway 25",5929207.312,1831800.942,-36.75458604,175.5966288
7,"Coromandel",400,"Thames","Kauaeranga Hall, 437 Kauaeranga Valley Road",5885719.133,1830770.455,-37.14645962,175.5983732
7,"Coromandel",427,"Thames","Moanataiari School, 101 Kuranui Street",5887763.509,1824991.612,-37.12945746,175.5327505
7,"Coromandel",428,"Thames","Parawai School, 106 Lowe Avenue",5884810.265,1827389.111,-37.15547245,175.5606118
7,"Coromandel",425,"Thames","Tararu Cultural Centre, 604 Tararu Road",5889040.862,1824466.952,-37.11808032,175.526467
7,"Coromandel",426,"Thames","Thames High School, 300 Sealey Street",5886615.203,1826039.179,-37.13954584,175.544879
7,"Coromandel",429,"Thames","Thames South School, corner Grey & Rolleston Streets",5886048.586,1826325.372,-37.14457918,175.5482695
7,"Coromandel",2916,"Thames","Thames-Hauraki Disability Resource Centre Building, 609 Mackay Street",5886916.907,1825839.523,-37.13687713,175.5425422
7,"Coromandel",430,"Turua","Turua Primary School, 523 Hauraki Road",5875178.015,1827850.708,-37.242099,175.5687444
7,"Coromandel",433,"Waihi","Waihi Central School, Moresby Avenue",5858083.558,1851313.952,-37.38996744,175.8387688
7,"Coromandel",432,"Waihi","Waihi East School, 6-8 Donnelly Street",5858938.849,1852887.148,-37.38183979,175.8562267
7,"Coromandel",434,"Waihi Beach","Waihi Beach School, 100 Beach Road",5856042.523,1860092.109,-37.40591972,175.938525
7,"Coromandel",1029,"Waihou","Waihou Community Hall, 2 Second Avenue",5838208.147,1836294.059,-37.57287324,175.6756609
7,"Coromandel",435,"Waikino","Victoria Hall, State Highway 2",5855723.52,1845284.425,-37.41283039,175.7715178
7,"Coromandel",436,"Waitakaruru","Waitakaruru School, Canal West Road",5876241.075,1812289.109,-37.23619998,175.3931479
7,"Coromandel",1030,"Waitoa","Waitoa School, 3932 State Highway 26",5835714.294,1832835.815,-37.59620863,175.6373326
7,"Coromandel",3715,"Whangamata","Whangamata Memorial Hall, 328 Port Road",5877873.221,1854605.247,-37.21091067,175.8691226
7,"Coromandel",441,"Whiritoa","Whiritoa Emergency Management Centre, Whiritoa Beach Road",5869715.635,1856888.012,-37.28372374,175.89763
7,"Coromandel",2914,"Whitianga","Matarangi Fire Station, 201B Matarangi Drive",5931401.785,1837693.803,-36.73336627,175.6618936
7,"Coromandel",442,"Whitianga","Mercury Bay Area School, 20 South Highway",5919340.355,1840589.863,-36.84124681,175.6981018
7,"Coromandel",3278,"Whitianga","St Andrews by the Sea Community Church, corner Albert & Owens Streets",5919891.526,1841052.828,-36.83616582,175.7031137
7,"Coromandel",440,"Whenuakite","Whenuakite School, 1055 State Highway 25",5910953.867,1847404.112,-36.91500053,175.777175
7,"Coromandel",3399,"Whitianga","Whitianga Memorial Hall, 24 Monk Street",5920161.165,1841309.334,-36.83367241,175.7059016
8,"Dunedin North",445,"Bradford","Bradford School, 42a Bradford Street",4916594.202,1403457.597,-45.87614604,170.4673728
8,"Dunedin North",446,"Brockville","Brockville School, 263 Brockville Road",4917547.324,1402875.171,-45.86740933,170.4602658
8,"Dunedin North",447,"Careys Bay","Port Chalmers Fishermen's Co-Op Society Offices, 10 Macandrew Road",4924438.365,1415411.645,-45.8089141,170.6242792
8,"Dunedin North",2966,"Dunback","Coronation Hall, 1238 Dunback-Morrisons Road (State Highway 85)",4971782.651,1414250.822,-45.38282611,170.6273735
8,"Dunedin North",451,"Dunedin City","Age Concern Otago, Lower Octagon (beside Moran Building)",4916918.957,1406316.86,-45.87403623,170.5043122
8,"Dunedin North",449,"Dunedin City","Arthur Street School, 26 Arthur Street",4917054.407,1405600.876,-45.87261648,170.4951501
8,"Dunedin North",456,"Dunedin City","Dunedin Hospital, 1st Floor Foyer to Lecture Halls, 201 Great King Street",4917500.918,1406620.184,-45.86888849,170.5084509
8,"Dunedin North",3772,"Dunedin City","Malcam Trust, Jubilee Park (off Maori Road)",4916590.678,1405107.583,-45.87664682,170.4886122
8,"Dunedin North",457,"Dunedin City","Salvation Army McMillan Lounge, 575 Princes Street",4915900.955,1405947.598,-45.88308608,170.4991478
8,"Dunedin North",448,"Dunedin North","All Saints Church Hall, 786 Cumberland Street",4918250.516,1407037.056,-45.862265,170.5141175
8,"Dunedin North",453,"Dunedin North","George Street Normal School, 989 George Street",4918702.662,1406885.691,-45.85815685,170.5123508
8,"Dunedin North",452,"Dunedin North","Kelsey Yaralla Kindergarten, 4 Trent Avenue",4917692.639,1407108.884,-45.86730159,170.5148183
8,"Dunedin North",455,"Dunedin North","Knox Church Hall, 453 George Street",4917720.747,1406510.859,-45.86688107,170.5071321
8,"Dunedin North",450,"Dunedin North","University of Otago College of Education, 141 Union Street",4917672.17,1407464.907,-45.86758529,170.5193927
8,"Dunedin North",471,"Dunedin North","University of Otago, ISB Link East, 630 Cumberland Street",4917910.237,1406893.725,-45.86528464,170.5121362
8,"Dunedin North",4087,"Dunedin North","University of Otago, ISB Link West, 630 Cumberland Street",4917801.32,1406864.607,-45.86625586,170.5117177
8,"Dunedin North",459,"Halfway Bush","Halfway Bush Community Hall, 54 Ashmore Street",4918764.918,1403275.348,-45.85657547,170.4659143
8,"Dunedin North",1540,"Hampden","Hampden Primary School, 41-47 Norwich Street",4978591.182,1428840.058,-45.32530284,170.8159419
8,"Dunedin North",3875,"Herbert","Public Hall, 17 Tain Street",4989921.595,1425906.756,-45.22266716,170.7825145
8,"Dunedin North",461,"Kaikorai","Kaikorai Presbyterian Church Hall, 127 Taieri Road",4917862.109,1404741.68,-45.8651106,170.4844179
8,"Dunedin North",3380,"Kaikorai","Kaikorai Valley College, 500 Kaikorai Valley Road",4915968.222,1403467.539,-45.88177752,170.4672449
8,"Dunedin North",1546,"Karitane","Karitane Primary School, 179 Coast Road",4942820.876,1417366.537,-45.64411646,170.6563453
8,"Dunedin North",463,"Long Beach","McCurdy Grimman Hall, 22 Driver Street",4930267.743,1416699.377,-45.75683348,170.6430499
8,"Dunedin North",464,"Maori Hill","Coronation Hall, 1 Balmacewen Road",4918689.891,1405950.428,-45.85800885,170.5003094
8,"Dunedin North",1555,"Moeraki","Coronation Hall, 41 Haven Street",4974673.894,1431121,-45.36109157,170.8436888
8,"Dunedin North",466,"Mornington","Mornington School, 34 Elgin Road",4915907.193,1404111.63,-45.88250989,170.4755124
8,"Dunedin North",467,"Mornington","Mornington Scout Hall, 66 Argyle Street",4915638.806,1404516.022,-45.88503815,170.4806097
8,"Dunedin North",468,"Mornington","St Francis Parish Centre, 27 Benhar Street",4915182.278,1404160.725,-45.88904214,170.4758491
8,"Dunedin North",469,"North East Valley","Dunedin North Intermediate School, 34 North Road",4919245.368,1407634.569,-45.85348629,170.5222054
8,"Dunedin North",3587,"North East Valley","North East Valley Normal School, 248 North Road",4919773.252,1408258.103,-45.84891327,170.5304396
8,"Dunedin North",472,"Opoho","Opoho School, 96 Signal Hill Road",4919256.606,1408473.523,-45.85361898,170.533006
8,"Dunedin North",1576,"Palmerston","East Otago High School, 3 Stour Street",4961192.537,1421868.006,-45.48005401,170.7207584
8,"Dunedin North",473,"Pine Hill","Pine Hill School, 11 Hislop Street",4920019.454,1407246.553,-45.84641717,170.5175221
8,"Dunedin North",474,"Port Chalmers","Port Chalmers School, 30a Albertson Avenue",4923076.775,1414925.624,-45.82102848,170.617507
8,"Dunedin North",3279,"Port Chalmers","Port Chalmers Town Hall, 1 Grey Street",4923715.266,1415302.681,-45.81538769,170.6226012
8,"Dunedin North",476,"Ravensbourne","Ravensbourne Fire Station, 243 Ravensbourne Road",4917924.346,1410225.782,-45.86608404,170.5550301
8,"Dunedin North",477,"Roslyn","Roslyn Baptist Church, 309 Highgate",4917714.724,1405151.893,-45.86655206,170.489638
8,"Dunedin North",479,"Roslyn","Roslyn Kindergarten, 69 Highgate",4917175.134,1404595.003,-45.87124618,170.482251
8,"Dunedin North",478,"Roslyn","St Johns Anglican Church Hall, 373 Highgate",4917871.063,1405377.028,-45.86520993,170.492599
8,"Dunedin North",481,"Sawyers Bay","Sawyers Bay School, 99 Stevenson Avenue",4923181.941,1413655.55,-45.81974078,170.6012122
8,"Dunedin North",480,"St Leonards","King George Hall, 29 St Leonards Drive",4920174.709,1411981.018,-45.84632908,170.5785023
8,"Dunedin North",1589,"Waikouaiti","East Otago Events Centre, 203 Main Road",4948214.914,1418186.299,-45.59582056,170.6688684
8,"Dunedin North",1591,"Waitati","Waitati Blueskin Bay Library, 28 Harvey Street",4930963.94,1411040.215,-45.74904907,170.5706191
8,"Dunedin North",444,"Wakari","Balmacewen Intermediate School, 44 Chapman Street",4918356.647,1405107.942,-45.86076751,170.4893323
8,"Dunedin North",483,"Wakari","Wakari School, 150 Helensburgh Road",4918819.52,1404353.262,-45.85639148,170.4798079
8,"Dunedin North",1593,"Warrington","Warrington Primary School, 3 Ferguson Street",4935421.211,1412865.515,-45.709462,170.5957866
9,"Dunedin South",485,"Abbotsford","Community Hall, 72 North Taieri Road",4914579.419,1399642.636,-45.893162,170.4174237
9,"Dunedin South",503,"Abbotsford","Scout Hall, corner Abbotsford Road & Unsworth Street",4913852.288,1400217.756,-45.89986717,170.4245269
9,"Dunedin South",3271,"Allanton","Allanton Community Centre, 11 Grey Street",4911677.368,1388083.512,-45.91578925,170.2673142
9,"Dunedin South",489,"Brighton","Big Rock School, 2 Bath Street",4908144.045,1393107.472,-45.94908647,170.330502
9,"Dunedin South",490,"Broad Bay","Broad Bay School, 4 Roebuck Rise",4920131.89,1415529.847,-45.84767329,170.6241512
9,"Dunedin South",4030,"Calton Hill","Carisbrook Heights (previously known as Calton Hill Community Hall), 38 Riselaw Road",4914114.914,1403534.041,-45.89846092,170.4673433
9,"Dunedin South",4029,"Caversham","Carisbrook Main School (previously known as Caversham School), 217 South Road",4914514.075,1404811.057,-45.89523528,170.4839515
9,"Dunedin South",494,"Concord","Concord Kindergarten, 93 Mulford Street",4913267.833,1403190.656,-45.90597943,170.4625739
9,"Dunedin South",493,"Concord","Concord School, 5 Thoreau Street",4913525.836,1402540.265,-45.90347313,170.454303
9,"Dunedin South",496,"Corstorphine","Corstorphine Community Hall, 235 Middleton Road",4912924,1403859.237,-45.90926209,170.4710448
9,"Dunedin South",500,"East Taieri","East Taieri School, 11 Cemetery Road",4914775.071,1394176.142,-45.88978938,170.3471206
9,"Dunedin South",501,"Fairfield","Fairfield Community Hall, corner Main Road & Fairplay Street",4913964.491,1397735.538,-45.89813293,170.3926082
9,"Dunedin South",529,"Forbury Corner","St Bernadette's School Hall, 16 Forbury Road",4913957.354,1404855.567,-45.90025384,170.4842985
9,"Dunedin South",502,"Green Island","Otago School of Piping and Drumming, 186 Main South Road",4913606.386,1400936.145,-45.90228646,170.4336766
9,"Dunedin South",3873,"Green Island","The Landmark Baptist Lighthouse, 222 Main South Road",4913577.761,1400528.181,-45.90242565,170.4284106
9,"Dunedin South",3273,"Henley","Henley Community Centre, 1216 Centre Road",4904324.423,1380594.485,-45.97953896,170.1674922
9,"Dunedin South",1549,"Lee Stream","Lee Stream School, 2522 Clarks Junction-Lee Stream Road (State Highway 87)",4926101.69,1374377.339,-45.78176813,170.097552
9,"Dunedin South",507,"Macandrew Bay","Macandrew Bay School, 488 Portobello Road",4917624.198,1413554.663,-45.86969249,170.5977632
9,"Dunedin South",1553,"Middlemarch","Strath Taieri School, 33 Swansea Street",4956940.035,1374968.223,-45.50474079,170.119398
9,"Dunedin South",3283,"Mosgiel","A&P Showgrounds, 320 Gordon Road",4918016.281,1393523.154,-45.86045261,170.340105
9,"Dunedin South",3284,"Mosgiel","Chatsford, 77 Doon Street",4916346.167,1395493.809,-45.87605654,170.3647543
9,"Dunedin South",516,"Mosgiel","Elmgrove School, 74 Argyle Street",4915874.5,1394097.542,-45.87988106,170.3465796
9,"Dunedin South",3282,"Mosgiel","Mosgiel Abilities Resource Centre, 16 Green Street",4916304.827,1394613.828,-45.87616626,170.3534095
9,"Dunedin South",4037,"Mosgiel","Mosgiel Coronation Hall, 97 Gordon Rd",4916194.491,1394326.933,-45.87707263,170.3496694
9,"Dunedin South",3286,"Mosgiel","Reid Park Kindergarten, 63 Murray Street",4917303.037,1394715.316,-45.86722168,170.3551419
9,"Dunedin South",3695,"Mosgiel","Salvation Army Hall, 4 Lanark Street",4916327.164,1394177.767,-45.8758352,170.3478061
9,"Dunedin South",3767,"Mosgiel","Senior Citizen's Hall, 5a Hartstonge Avenue (next to Mosgiel Library)",4916745.158,1394156.13,-45.8720706,170.3477065
9,"Dunedin South",3486,"Mosgiel","Silverstream (South) Primary School, 52 Green Street",4916485.584,1395105.573,-45.87468761,170.3598163
9,"Dunedin South",487,"Musselburgh","Musselburgh Baptist Church, 131 Musselburgh Rise",4914370.567,1407644.859,-45.8973239,170.5203878
9,"Dunedin South",532,"Musselburgh","Musselburgh School Library, 34 Marlow Street",4913671.967,1407227.935,-45.90348902,170.514738
